#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
429957,-1449476.8406293774,275325.2016860666,-1174151.6389433108,296.90808628566214,1091.548952991826,60.5
433290,-1452207.8189586652,276919.36886694405,-1175288.4500917213,298.6272210542745,1087.9627864307124,60.5
436623,-1450374.256292371,278092.0556657864,-1172282.2006265847,299.8918353762636,1089.390137349847,60.5
439956,-1451745.3631070247,276428.75934925897,-1175316.6037577656,298.09815240339424,1088.3289968083166,60.5
443289,-1450453.5410223873,276551.90404899535,-1173901.636973392,298.2309504796729,1091.218880277752,60.5
446622,-1448713.6378512532,276847.12410934846,-1171866.5137419046,298.54931299286017,1089.4825765892795,60.6
449955,-1451954.1027625808,276433.1560943947,-1175520.9466681862,298.1028938116493,1088.2932491237661,60.6
453288,-1452460.3624688676,277798.667591135,-1174661.6948777325,299.57544845908234,1087.583764343309,60.6
456621,-1453397.720965228,276175.01464332076,-1177222.7063219072,297.8245165190514,1088.9472213938138,60.6
459954,-1452128.2364033628,275443.4945060258,-1176684.7418973371,297.0356521408049,1088.347897225364,60.6
463287,-1451689.7127003223,276520.6927920103,-1175169.019908312,298.197292556151,1087.5315951615141,60.6
466620,-1453622.7763823634,276484.8859060513,-1177137.890476312,298.15867874992904,1087.0754537081998,60.6
469953,-1448091.5173170818,275486.9146895369,-1172604.602627545,297.08247605490175,1089.3511263368687,60.6
473286,-1452883.5908462256,275944.540553094,-1176939.0502931317,297.5759754459908,1087.9222583983553,60.5
476619,-1449568.6287539927,277235.7993169165,-1172332.829437076,298.96845665046584,1092.031113010303,60.5
479952,-1451285.4908919502,276855.1109939004,-1174430.3798980499,298.5579259734126,1088.7576071431708,60.5
483285,-1451026.6529319696,278077.2547084926,-1172949.398223477,299.8758741642919,1087.8384824930888,60.5
486618,-1448216.2144016903,276331.5079269188,-1171884.7064747715,297.9932773918851,1090.7432049224465,60.5
489951,-1450541.437684739,277583.9484613455,-1172957.4892233936,299.3438973859357,1089.8115657058315,60.5
493284,-1449080.8712866977,275827.8332053853,-1173253.0380813123,297.4501193490863,1090.0459090439992,60.5
496617,-1451552.183423318,275639.31160929566,-1175912.8718140223,297.2468194478215,1089.2515872010033,60.5
499950,-1449420.3166946443,276709.68215364136,-1172710.634541003,298.4010968913393,1089.6801042366735,60.5
503283,-1451668.882629524,277057.3008057714,-1174611.5818237527,298.7759655489452,1088.9977498375974,60.5
506616,-1448797.6423999788,277244.20995299134,-1171553.4324469874,298.97752660064157,1089.6314010046397,60.5
509949,-1449420.0413138857,277731.53687180544,-1171688.5044420804,299.503055328032,1093.0213396626514,60.5
513282,-1452535.381979769,276205.7372250585,-1176329.6447547106,297.8576474598212,1088.3261816123609,60.5
516615,-1452694.1758596255,275394.27974690165,-1177299.8961127237,296.98257941132323,1088.2077739078525,60.5
519948,-1450163.354925909,276032.2940696578,-1174131.0608562513,297.6706080059899,1085.577588912374,60.5
523281,-1452164.7868807819,275965.9382044211,-1176198.8486763607,297.5990504702445,1089.1614256456396,60.5
526614,-1450763.2849768419,277740.25576248346,-1173023.0292143584,299.5124576970483,1089.7596221936287,60.5
529947,-1450377.0109129418,277223.65296182974,-1173153.357951112,298.95535813633757,1091.6734674962727,60.5
533280,-1454086.9996670578,276074.80979461985,-1178012.1898724379,297.71645656056546,1088.0849297225902,60.5
536613,-1451079.705274445,275988.7251858161,-1175090.9800886288,297.6236237348668,1089.0242386469,60.5
539946,-1452629.5925618103,277464.12349032034,-1175165.46907149,299.21467927361454,1088.8917310365202,60.5
543279,-1453477.7220592778,275970.87248832954,-1177506.8495709482,297.6043715552141,1087.455731867689,60.5
546612,-1450617.6160259247,276989.1893165778,-1173628.426709347,298.7025147649752,1090.6830328093297,60.5
549945,-1448258.8669255516,276391.6586796049,-1171867.2082459466,298.0581433931058,1086.541356405941,60.5
553278,-1452268.2448360082,276544.838582143,-1175723.4062538652,298.2233311472289,1087.2289944883637,60.5
556611,-1449342.5624721562,275975.36723900854,-1173367.1952331476,297.60921865171764,1088.2992587905271,60.5
559944,-1450711.1638302626,274667.0255546668,-1176044.1382755958,296.1983153877709,1088.881089195627,60.5
563277,-1448972.7926309593,277017.3186198387,-1171955.4740111206,298.7328491388306,1091.7812821148455,60.5
566610,-1450460.2604657542,276139.85323255195,-1174320.4072332024,297.78659878715274,1091.185973346515,60.5
569943,-1449089.8747330373,277160.2876549553,-1171929.587078082,298.8870255903672,1089.895775343219,60.5
573276,-1454183.9080020813,276232.82008441916,-1177951.0879176622,297.88685335849914,1087.576981601262,60.5
576609,-1450409.925257599,276209.123724838,-1174200.801532761,297.8612994290655,1088.245148582401,60.5
579942,-1452975.3686382882,275815.6976199617,-1177159.6710183267,297.43703244886063,1089.522821120388,60.5
583275,-1452069.3363439562,276849.7249327448,-1175219.6114112113,298.5521176961443,1092.1501334640343,60.5
586608,-1451238.5369044961,276175.8660878497,-1175062.6708166464,297.82543470875623,1088.3030724634932,60.5
589941,-1450111.1919031655,276256.7013342655,-1173854.4905689,297.9126066718412,1088.5037305977235,60.5
593274,-1449565.1276178248,275658.0778351655,-1173907.0497826594,297.2670567678187,1088.8864964289914,60.5
596607,-1452349.611129364,275522.23129660904,-1176827.3798327548,297.120561149022,1091.7334726579122,60.5
599940,-1453730.5225193985,276065.0817201411,-1177665.4407992573,297.7059658973096,1087.708900506981,60.5
603273,-1450563.1359386183,277285.2572524231,-1173277.8786861952,299.021791619052,1090.6800496241597,60.5
606606,-1451895.1799433148,277549.9054026182,-1174345.2745406965,299.3071856742721,1088.2071648895044,60.5
609939,-1449558.2129638484,277306.60426794057,-1172251.6086959078,299.0448120381287,1089.845179222174,60.5
613272,-1450221.166492395,274196.4372733447,-1176024.7292190504,295.69083744830095,1086.1995688834115,60.5
616605,-1450272.0245467648,278082.50183101813,-1172189.5227157467,299.88153261145914,1089.7237932736089,60.5
619938,-1451007.5437179366,277916.7097404898,-1173090.833977447,299.70274399342264,1091.9687955305383,60.5
623271,-1450588.4811328724,276895.58584740234,-1173692.89528547,298.60157367156137,1088.0131475376015,60.5
626604,-1450992.2480080845,276790.88929000084,-1174201.3587180837,298.4886698970126,1088.7938673112556,60.5
629937,-1453020.1994797327,276955.8151450788,-1176064.3843346538,298.66652437495486,1088.9504299864886,60.5
633270,-1450272.2091417462,276104.9576216908,-1174167.2515200553,297.7489676913537,1091.043736169659,60.5
636603,-1451219.1293765157,276492.1490574182,-1174726.9803190976,298.1665112634786,1088.214706184118,60.5
639936,-1450366.4942332264,276937.2036580669,-1173429.2905751595,298.64645392387445,1085.7795728637434,60.5
643269,-1451239.798007979,275649.71834864013,-1175590.079659339,297.258041976832,1092.306131415587,60.5
646602,-1453197.5868216744,275739.3250529588,-1177458.2617687155,297.35467299693005,1087.6248272493522,60.5
649935,-1450504.6087752068,276532.17784184567,-1173972.4309333612,298.20967792496805,1090.4594444315799,60.5
653268,-1453006.8023350267,277486.4151178933,-1175520.3872171333,299.23871835337314,1086.997184841407,60.5
656601,-1452439.4452413656,276190.98948208074,-1176248.4557592848,297.8417436336631,1088.6151555635831,60.6
659934,-1448715.5179672902,276556.18585483317,-1172159.3321124571,298.2355679384793,1090.3233078821238,60.5
663267,-1450816.362525058,275708.7407330227,-1175107.6217920352,297.3216911563757,1089.6732508794746,60.5
666600,-1450562.4378588237,276084.9559679681,-1174477.4818908556,297.7273980976768,1091.459345097559,60.5
669933,-1451079.5103865843,276834.7395867503,-1174244.770799834,298.5359576411464,1088.1578867066123,60.5
